,Tit_pag,link_pag
4534,2141161,http://quimica.izt.uam.mx/quimica/wp-content/uploads/licenciatura/programas_uea/2141161.pdf
4535,TG,http://quimica.izt.uam.mx/licenciatura/tga/
4536,CONAECQ,http://quimica.izt.uam.mx/licenciatura/conaecq/
4537,Dictamen,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2017/12/Dictamen_CONAECQ_2017.pdf
4538,Diploma,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2017/12/Diploma_LQ_UAMI_CONAECQ_2017.pdf
4539,Cursos Trimestre Actual,http://quimica.izt.uam.mx/cursos-trimestre-actual/
4540,Admisión al Posgrado,http://quimica.izt.uam.mx/posgrado/admision/
4541,DESCARGAR,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2021/08/Instructivo-Admisión-a-PQUIM_T21O.pdf
4542,pulsando aquí (PDF),http://quimica.izt.uam.mx/quimica/wp-content/uploads/2021/08/Convocatoria_Ingreso_PQ_21-O.pdf
4543,CALENDARIO DE ADMISIÓN,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2021/08/Calendario-de-Admisión-2021-O.pdf
4544,SOLICITUD DE ADMISIÓN,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2021/01/POSGRADO_EN_QUIMICA_-_SOLICITUD_T_21-I.doc
4545,CARTAS DE REFERENCIA,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2021/01/POSGRADO_EN_QUIMICA_-_CARTAS_DE_REFERENCIA_T_21-I.doc
4546,Examen de Ingreso al Posgrado: Temario,http://quimica.izt.uam.mx/examen-de-ingreso-al-posgrado-temario/
4547,TEMARIO,http://148.206.50.175/quimica/wp-content/uploads/Posgrado_en_Quimica/2014/Admision/GuiaExamenPQ2006.pdf
4548,Preregistro de UEA,http://quimica.izt.uam.mx/posgrado/sinergia/tramites/solicitud-de-uea/
4549,Trabajos de Investigación,http://quimica.izt.uam.mx/posgrado/sinergia/tramites/trabajos-de-investigacion/
4550,Evaluaciones PNPC,http://quimica.izt.uam.mx/posgrado/evaluaciones-pnpc/
4551,Detalle del Dictamen 2013,http://148.206.50.175/quimica/wp-content/uploads//Posgrado_en_Quimica/evaluaciones/Detalle_Dictamen_Maestria_2013.pdf
4552,Dictamen 2010,http://148.206.50.175/quimica/wp-content/uploads//Posgrado_en_Quimica/evaluaciones/Dictamen_Doctorado_2010.pdf
4553,Detalle del Dictamen 2010,http://148.206.50.175/quimica/wp-content/uploads//Posgrado_en_Quimica/evaluaciones/Detalle_Dictamen_Doctorado_2010.pdf
4554,Sinergia,http://quimica.izt.uam.mx/posgrado/sinergia/
4555,Comisión del Posgrado,http://quimica.izt.uam.mx/posgrado/sinergia/comision-del-posgrado/
4556,Biblioteca Digital,http://quimica.izt.uam.mx/biblioteca-digital/
4557,Nuestras Redes Sociales,http://quimica.izt.uam.mx/nuestras-redes-sociales/
4558,Semana de la Química,http://quimica.izt.uam.mx/category/semana-de-la-quimica/
4559,Alumnos Bachillerato,http://quimica.izt.uam.mx/category/alumno_bachillerato/
4560,RMN,http://quimica.izt.uam.mx/category/nuevos_eventos/
4561,Taller de Dinámica Molecular,http://quimica.izt.uam.mx/category/taller-de-dinamica-molecular/
4562,Jefatura,http://quimica.izt.uam.mx/jefatura_oficina/
4563,Coordinaciones,http://quimica.izt.uam.mx/coordinaciones/
4564,Profesores Visitantes,http://quimica.izt.uam.mx/profesores/profesores-visitantes/
4565,Profesores Curriculares,http://quimica.izt.uam.mx/profesores/profesores-curriculares/
4566,Cátedras CONACYT,http://quimica.izt.uam.mx/profesores/catedras-concayt/
4567,Laboratoristas,http://quimica.izt.uam.mx/profesores/laboratoristas/
4568,Técnicos Académicos,http://quimica.izt.uam.mx/tecnicos-academicos/
4569,Secretarias,http://quimica.izt.uam.mx/profesores/secretarias/
4570,Gastos Médicos Mayores,http://quimica.izt.uam.mx/gastos-medicos-mayores/
4571,Convocatoria CONACYT para Investigadoras e Investigadores por México Modalidades I y II,http://quimica.izt.uam.mx/convocatoria-conacyt-para-investigadoras-e-investigadores-por-mexico-modalidades-i-y-ii/
4572,Seminario 22 de Septiembre de 2021,http://quimica.izt.uam.mx/seminario-22-de-septiembre-de-2021/
4573,Semblanza de la Dra. Contreras García,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2021/09/Julia_Contreras_CVsummary.pdf
4574,Resumen del seminario,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2021/09/abstract_Contreras.pdf
4575,Mejor Tesis de Maestría 2021,http://quimica.izt.uam.mx/mejor-tesis-de-maestria-2021/
4576,Seminario 25 de Agosto de 2021,http://quimica.izt.uam.mx/seminario-25-de-agosto-de-2021/
4577,Resumen y Semblanza del Dr. Vázquez Mayagoitia,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2021/08/Resumen_Alvaro.pdf
4578,Coordinador del Posgrado en Química,http://quimica.izt.uam.mx/coordinador-del-posgrado-en-quimica/
4579,Nombramiento a partir del 2 de agosto de 2021,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2021/08/DCBI_297_Nombramiento_Comunidad_Coord_Posg_Quimica_Rafael_Zubillaga.pdf
4580,70,http://quimica.izt.uam.mx/page/70/
4581,»,http://quimica.izt.uam.mx/page/2/
4582,2001/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2001/
4583,2002/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2002/
4584,2003/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2003/
4585,2004/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2004/
4586,2005/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2005/
4587,2006/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2006/
4588,2007/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2007/
4589,2008/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2008/
4590,2009/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2009/
4591,2010/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2010/
4592,2011/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2011/
4593,2012/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2012/
4594,2013/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/
4595,Acta466.pdf,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2013/Acta466.pdf
4596,2014/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2014/
4597,2015/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2015/
4598,2016/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2016/
4599,2017/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2017/
4600,2018/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/
4601,Acta-557-26-junio-20..>,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta-557-26-junio-2018-APROBADA.pdf
4602,Acta-558-12-julio-20..>,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta-558-12-julio-2018-APROBADA.pdf
4603,Acta-563-8-de-noviem..>,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2018/Acta-563-8-de-noviembre-de-2018.pdf
4604,2019/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2019/
4605,2020/,https://cbi.izt.uam.mx/consejo_divisional/images/consejo/actas/2020/
4606,tu escritorio,http://dcsh.izt.uam.mx/areas/teoriaeconomica/wp-admin/
4607,"

								19 julio, 2016 a las 3:38 pm							
",http://dcsh.izt.uam.mx/areas/teoriaeconomica/2016/07/19/hola-mundo/#comment-1
4608,DIA INTERNACIONAL DE LAS MATEMATICAS →,http://dcsh.izt.uam.mx/departamentos/economia/?p=7419
4609,TU DOCTORADO EN FRANCIA,http://dcsh.izt.uam.mx/departamentos/economia/?p=7334
4610,El departamento de Economía invita al Webinario,http://dcsh.izt.uam.mx/departamentos/economia/?p=7344
4611,PREMIO A LA DOCENCIA,http://dcsh.izt.uam.mx/departamentos/economia/?p=7330
4612,Diplomado en Finanzas Corporativas,http://dcsh.izt.uam.mx/departamentos/economia/?p=7324
4613,CURSO-TALLER SOBRE ECONOMÍA DE LA COMPLEJIDAD Y REDES,http://dcsh.izt.uam.mx/departamentos/economia/?p=6827
4614,"5 febrero, 2021 at 5:22 pm",http://dcsh.izt.uam.mx/departamentos/economia/?p=7352#comment-15
4615,"5 febrero, 2021 at 5:42 pm",http://dcsh.izt.uam.mx/departamentos/economia/?p=7352#comment-16
4616,El formato oficial,http://mat.izt.uam.mx/mat/documentos/revistaMixbaal/Macros%20Mixbaal.zip
4617,Donde se contrata a la UAM-I.,https://covia.izt.uam.mx/page/convenios/c_prestacion_servicios_uami
4618,Subcontratación de persona física.,https://covia.izt.uam.mx/page/convenios/c_prestacion_servicios_presona_fisica
4619,Subcontratación de persona moral.,https://covia.izt.uam.mx/page/convenios/c_prestacion_servicios_presona_moral
4620,1,http://covia.izt.uam.mx/convenios/convenio/1/show
4621,794,http://covia.izt.uam.mx/convenios/convenio/794/show
4622,361,http://covia.izt.uam.mx/convenios/convenio/361/show
4623,263,http://covia.izt.uam.mx/convenios/convenio/263/show
4624,236,http://covia.izt.uam.mx/convenios/convenio/236/show
4625,202,http://covia.izt.uam.mx/convenios/convenio/202/show
4626,184,http://covia.izt.uam.mx/convenios/convenio/184/show
4627,183,http://covia.izt.uam.mx/convenios/convenio/183/show
4628,112,http://covia.izt.uam.mx/convenios/convenio/112/show
4629,93,http://covia.izt.uam.mx/convenios/convenio/93/show
4630,63,http://covia.izt.uam.mx/convenios/convenio/63/show
4631,2169,http://covia.izt.uam.mx/convenios/convenio/2169/show
4632,2168,http://covia.izt.uam.mx/convenios/convenio/2168/show
4633,2167,http://covia.izt.uam.mx/convenios/convenio/2167/show
4634,2166,http://covia.izt.uam.mx/convenios/convenio/2166/show
4635,2165,http://covia.izt.uam.mx/convenios/convenio/2165/show
4636,2164,http://covia.izt.uam.mx/convenios/convenio/2164/show
4637,2163,http://covia.izt.uam.mx/convenios/convenio/2163/show
4638,2162,http://covia.izt.uam.mx/convenios/convenio/2162/show
4639,2161,http://covia.izt.uam.mx/convenios/convenio/2161/show
4640,2160,http://covia.izt.uam.mx/convenios/convenio/2160/show
4641,<<,http://covia.izt.uam.mx/convenios/?page=1
4642,<,http://covia.izt.uam.mx/convenios/?page=192
4643,185,http://covia.izt.uam.mx/convenios/?page=185
4644,186,http://covia.izt.uam.mx/convenios/?page=186
4645,187,http://covia.izt.uam.mx/convenios/?page=187
4646,188,http://covia.izt.uam.mx/convenios/?page=188
4647,189,http://covia.izt.uam.mx/convenios/?page=189
4648,190,http://covia.izt.uam.mx/convenios/?page=190
4649,191,http://covia.izt.uam.mx/convenios/?page=191
4650,Alejandro Domingo Velazquez Cruz,http://pcyti.izt.uam.mx/wordpress/?page_id=211&SingleProduct=45
4651,Carlos Ramí­rez Pérez,http://pcyti.izt.uam.mx/wordpress/?page_id=211&SingleProduct=36
4652,Paulino de Jesús Mendoza Valencia,http://pcyti.izt.uam.mx/wordpress/?page_id=211&SingleProduct=24
4653,"Dr. Fernando Rojas González (Química, UAM-I)",http://pcyti.izt.uam.mx/wordpress/?page_id=198&SingleProduct=237
4654,13-O,http://pcyti.izt.uam.mx/wordpress/?cat=77#13-O
4655,13-P,http://pcyti.izt.uam.mx/wordpress/?cat=77#13-P
4656,13-I,http://pcyti.izt.uam.mx/wordpress/?cat=77#13-I
4657,12-O,http://pcyti.izt.uam.mx/wordpress/?cat=77#12-O
4658,12-P,http://pcyti.izt.uam.mx/wordpress/?cat=77#12-P
4659,12-I,http://pcyti.izt.uam.mx/wordpress/?cat=77#12-I
4660,11-O,http://pcyti.izt.uam.mx/wordpress/?cat=77#11-O
4661,11-P,http://pcyti.izt.uam.mx/wordpress/?cat=77#11-P
4662,11-I,http://pcyti.izt.uam.mx/wordpress/?cat=77#11-I
4663,Análisis de estabilidad de reactores nucleares tipo BWR mediante técnicas no lineales,http://pcyti.izt.uam.mx/wordpress/?p=2555
4664,Mecanismo de coordinación de redes inalámbricas de sensores y actores móviles con perspectiva distribuida para aplicaciones de búsqueda y rescate,http://pcyti.izt.uam.mx/wordpress/?p=2557
4665,Sistema de clasificación paralela basado en el ensamble de mezcla de expertos,http://pcyti.izt.uam.mx/wordpress/?p=2476
4666,Dra. Ana Bertha Díaz Alvarado,http://pcyti.izt.uam.mx/wordpress/?page_id=2594&SingleProduct=247&Product_ID=247
4667,Dr. Antonio López Jaimes,http://pcyti.izt.uam.mx/wordpress/?page_id=2594&SingleProduct=224&Product_ID=224
4668,Dr. Hiroyuki Sato,http://pcyti.izt.uam.mx/wordpress/?page_id=2594&SingleProduct=245&Product_ID=245
4669,Dr. Carlos Roberto Jaimez González,http://pcyti.izt.uam.mx/wordpress/?page_id=2594&SingleProduct=223&Product_ID=223
4670,Dra. Cristi Darley Guevara,http://pcyti.izt.uam.mx/wordpress/?page_id=2594&SingleProduct=244&Product_ID=244
4671,Dr. Juan Manuel Zamora Mata,http://pcyti.izt.uam.mx/wordpress/?page_id=2594&SingleProduct=246&Product_ID=246
4672,Dr. Ernesto Expósito,http://pcyti.izt.uam.mx/wordpress/?page_id=2594&SingleProduct=243&Product_ID=243
4673,Dra. Perla Velasco Elizondo,http://pcyti.izt.uam.mx/wordpress/?page_id=2594&SingleProduct=242&Product_ID=242
4674,Ernesto Cadena Muñoz,http://pcyti.izt.uam.mx/wordpress/?page_id=6085&SingleProduct=347
4675,Cesar Augusto Hernandez Suarez,http://pcyti.izt.uam.mx/wordpress/?page_id=6085&SingleProduct=345
4676,Luis Fernando Pedraza Martínez,http://pcyti.izt.uam.mx/wordpress/?page_id=6085&SingleProduct=346
4677,"
«
Anterior
",https://ixil2.izt.uam.mx/aulas2/course/index.php?categoryid=22&browse=courses&perpage=20&page=0
4678,Cursos Complementarios CA01-20-O,https://ixil2.izt.uam.mx/aulas2/course/view.php?id=258
4679,CC - Álgebra y Geometría Analítica,https://ixil2.izt.uam.mx/aulas2/course/view.php?id=256
4680,Geometría y Trigonometría CC,https://ixil2.izt.uam.mx/aulas2/course/view.php?id=255
4681,Google Workspace (G-Suite) para Profesores de Cursos Complementarios,https://ixil2.izt.uam.mx/aulas2/course/view.php?id=253
4682,Geometría y Trigonometría ,https://ixil2.izt.uam.mx/aulas2/course/view.php?id=173
4683, Álgebra y Geometría Analítica ,https://ixil2.izt.uam.mx/aulas2/course/view.php?id=174
4684,Omar Alejandro Olvera Guerrero,http://pcyti.izt.uam.mx/wordpress/?page_id=211&SingleProduct=221&Product_ID=221
4685,19,http://mydes.izt.uam.mx/author/mydes/page/19/
4686,20,http://mydes.izt.uam.mx/author/mydes/page/20/
4687,Fabiola Cortes,http://mydes.izt.uam.mx/author/fabi/
4688,Siguiente entrada:Homenaje a la Dra. Eugenia Correa,http://mydes.izt.uam.mx/2021/07/29/homenaje/
4689,Entrada anterior:XXXII Congreso Internacional de Estudios Electorales,http://mydes.izt.uam.mx/2021/07/29/xxxii-congreso-internacional-de-estudios-electorales/
4690,33,http://mydes.izt.uam.mx/page/33/
4691,32,http://mydes.izt.uam.mx/page/32/
4692,Introducción,http://lc.izt.uam.mx/?page_id=111
4693,Perfil de Egreso,http://lc.izt.uam.mx/?page_id=251
4694,Perfil de Ingreso,http://lc.izt.uam.mx/?page_id=247
4695,Misión y Visión,http://lc.izt.uam.mx/?page_id=256
4696,Boligrama,http://lc.izt.uam.mx/?page_id=238
4697,Optativas,http://lc.izt.uam.mx/?page_id=253
4698,MÉTODO EXPERIMENTAL II,http://quimica.izt.uam.mx/quimica/wp-content/uploads/licenciatura/programas/2110020.pdf
4699,CALCULO DE VARIAS VARIABLES II,http://mat.izt.uam.mx/mat/documentos/coordinaciones/TBP/2132069.pdf
4700,Proyecto de Investigación,http://lc.izt.uam.mx/?page_id=521
4701,formato de inscripción,http://lc.izt.uam.mx/wp-content/uploads/2017/07/formatoInscripcionProyecto.docx
4702,Dr. Aguilar Cornejo Manuel,http://die.izt.uam.mx/index.php/dr-aguilar-cornejo-manuel/
4703, Descargar CV en pdf,http://die.izt.uam.mx/wp-content/uploads/2019/10/CV_AGUILAR-CORNEJO-MANUEL_Modificado.pdf
4704,M. en C. Cabrera Jiménez Omar Lucio,http://die.izt.uam.mx/index.php/m-en-c-cabrera-jimenez-omar-lucio/
4705,Ing. Castro Careaga Luis Fernando,http://die.izt.uam.mx/index.php/ing-castro-careaga-luis-fernando/
4706,Dr. Castro García Miguel Alfonso,http://die.izt.uam.mx/index.php/dr-castro-garcia-miguel-alfonso/
4707,Dr. Cervantes Maceda Humberto,http://die.izt.uam.mx/index.php/dr-cervantes-maceda-humberto/
4708,Dr. MacKinney Romero René,http://die.izt.uam.mx/index.php/dr-mackinney-romero-rene/
4709,Dra. Pérez Cortés Elizabeth,http://die.izt.uam.mx/index.php/dra-perez-cortes-elizabeth/
4710,Dr. Pizaña López Miguel Ángel,http://die.izt.uam.mx/index.php/dr-pizana-lopez-miguel-angel/
4711,Dr. Rodríguez Flores Eduardo,http://die.izt.uam.mx/index.php/dr-rodriguez-flores-eduardo/
4712,Dra. Roman Alonso Graciela,http://die.izt.uam.mx/index.php/dra-roman-alonso-graciela/
4713,Dr. Quiroz Fabián José Luis,http://die.izt.uam.mx/index.php/jose-luis-quiroz-fabian-dr/
4714,ver todas las áreas,http://die.izt.uam.mx/index.php/directorio-2/
4715,Ing. Gutiérrez Galindo Miguel Ángel,http://die.izt.uam.mx/index.php/ing-gutierrez-galindo-miguel-angel/
4716,Dr. Jalpa Villanueva César,http://die.izt.uam.mx/index.php/dr-cesar-jalpa-villanueva/
4717,Dr. López Guerrero Miguel,http://die.izt.uam.mx/index.php/dr-lopez-guerrero-miguel/
4718,Ing. López Villaseñor Mauricio,http://die.izt.uam.mx/index.php/ing-lopez-villasenor-mauricio-2/
4719,Dr. Marcelín Jiménez Ricardo,http://die.izt.uam.mx/index.php/dr-marcelin-jimenez-ricardo
4720,Dra. Medina Ramírez Reyna Carolina,http://die.izt.uam.mx/index.php/dra-medina-ramirez-reyna-carolina/
4721,Dr. Pascoe Chalke Michael,http://die.izt.uam.mx/index.php/dr-pascoe-chalke-michael/
4722,Dr. Prieto Guerrero Alfonso,http://die.izt.uam.mx/index.php/dr-prieto-guerrero-alfonso/
4723,Dr. Ramos Ramos Víctor Manuel,http://die.izt.uam.mx/index.php/dr-ramos-ramos-victor-manuel/
4724,Dr. Rodríguez de la Colina Enrique,http://die.izt.uam.mx/index.php/dr-rodriguez-de-la-colina-enrique/
4725,Dr. Ruíz Sánchez Miguel Ángel,http://die.izt.uam.mx/index.php/dr-ruiz-sanchez-miguel-angel/
4726,Curso Intertrimestral,http://die.izt.uam.mx/index.php/news/curso-intertrimestral/
4727,"Ago 05, 2017",http://die.izt.uam.mx/index.php/2017/08/05/
4728,Egresado Distinguido UAM,http://die.izt.uam.mx/index.php/news/egresado-distinguido-uam/
4729,"Jun 08, 2017",http://die.izt.uam.mx/index.php/2017/06/08/
4730,Actividades Culturales,http://die.izt.uam.mx/index.php/news/sports-meet/
4731,"Oct 04, 2014",http://die.izt.uam.mx/index.php/2014/10/04/
4732,Seminario Internacional de vinculación,http://die.izt.uam.mx/index.php/news/library-reopens-post-renovation/
4733,"Jun 17, 2014",http://die.izt.uam.mx/index.php/2014/06/17/
4734,Redes y Telecomunicaciones,http://die.izt.uam.mx/index.php/die-redes-sociales/
4735,wp-169,http://die.izt.uam.mx/index.php/author/wp-169/
4736,Expand,http://die.izt.uam.mx/wp-content/uploads/2015/10/IMG_2669.jpg 
4737,"

COORDINACIÓN DE SERVICIOS INTEGRADOS PARA EL BIENESTAR

",http://www.izt.uam.mx/index.php/coordinacion/
4738,"

Share
",https://plus.google.com/share?url=http://microscopiaelectronicauami.izt.uam.mx/index.php/blog/blog/103-instrucciones-para-deposito-de-muestras-para-usuarios-de-microscopia-electronica
4739,"

				Descargar
			

				Descargar PDF
			
",https://libroscbi.izt.uam.mx/index.php/lcbi/catalog/download/27/12/130-1?inline=1
4740,integrantes,http://quimica.izt.uam.mx/profesores/
4741,Biofisicoquímica,http://quimica.izt.uam.mx/quienes-somos/?page_id=439
4742,Catálisis,http://quimica.izt.uam.mx/quienes-somos/?page_id=441
4743,Productividad en la Formación de Recursos Humanos: 2009-2019,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2020/03/catalisis-formacion-recursos-humanos-2009-2019.pdf
4744,"Informe de Actividades del Área, 2015",http://quimica.izt.uam.mx/quimica/wp-content/uploads/2014/04/INFORME_Area_Catalisis_2015.pdf.pdf
4745,AREA DE CATÁLISIS (2011-2015),http://quimica.izt.uam.mx/quimica/wp-content/uploads/2014/04/AREA_DE_CATALISIS__2011_2015.pdf
4746,Electroquímica,http://quimica.izt.uam.mx/quienes-somos/?page_id=443
4747,Fisicoquímica de Superficies,http://quimica.izt.uam.mx/quienes-somos/?page_id=445
4748,Fisicoquímica Teórica,http://quimica.izt.uam.mx/quienes-somos/?page_id=447
4749,Química Analítica,http://quimica.izt.uam.mx/quienes-somos/?page_id=449
4750,Química Cuántica,http://quimica.izt.uam.mx/quienes-somos/?page_id=451
4751,Química Inorgánica,http://quimica.izt.uam.mx/quienes-somos/?page_id=453
4752,Licenciatura en Química,http://quimica.izt.uam.mx/licenciatura/
4753,infraestructura,http://quimica.izt.uam.mx/areas-de-investigacion/infraestructura/
4754,Formato para uso de equipos en los laboratorios de Química – Docencia,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2019/05/formato-de-uso-de-equipos-2019.pdf
4755,Instructivo para el uso de los servicios e instalaciones de los laboratorios de docencia,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2019/05/Instructivo_Lab_Doc_09.pdf
4756,seminarios departamentales,http://quimica.izt.uam.mx/category/seminarios/
4757,Información del TGA – Trimestre 16-O,http://quimica.izt.uam.mx/informacion-del-tga-trimestre-16-o/
4758,"Horarios, Grupos y Salones 16-O",http://quimica.izt.uam.mx/quimica/wp-content/uploads/2016/09/Asignación-16-O-TQ.pdf
4759,"Fechas, salones y horarios 16-O",http://quimica.izt.uam.mx/quimica/wp-content/uploads/2016/10/Fechas_TQ16O.pdf
4760,"Grupos, horarios y salones TGA (Trim 16-I)",http://quimica.izt.uam.mx/grupos-horarios-y-salones-tga-trim-16-i/
4761,"Horarios, Grupos y Salones 16-I",http://quimica.izt.uam.mx/quimica/wp-content/uploads/2016/02/Asignación-16-I-TQ.pdf
4762,Horarios de Exámenes Departamentales del TGA de Química (Trim 16-I),http://quimica.izt.uam.mx/horarios-de-examenes-departamentales-del-tga-de-quimica-trim-16-i/
4763,"Fechas, salones y horarios",http://quimica.izt.uam.mx/quimica/wp-content/uploads/2016/02/Salon_depmTQ16I.pdf
4764,"Grupos, horarios y salones TGA (Trim 15-O)",http://quimica.izt.uam.mx/grupos-horarios-y-salones-tga-trim-15-o/
4765,"Horarios, Grupos y Salones 15-O",http://quimica.izt.uam.mx/quimica/wp-content/uploads/TGA/misc/2015/Horarios-15-O-TQ.pdf
4766,Horarios de Exámenes Departamentales del TGA de Química (Trim 15-O),http://quimica.izt.uam.mx/horarios-de-examenes-departamentales-del-tga-de-quimica-trim-15-o/
4767,Problemarios de EM y TQ,http://quimica.izt.uam.mx/licenciatura/tga/material-didactico/?page_id=1225
4768,Transformaciones químicas (PDF),http://quimica.izt.uam.mx/quimica/wp-content/uploads/TGA/misc/tga_problemario_tq_2013.pdf
4769,Estructura de la materia (PDF),http://quimica.izt.uam.mx/quimica/wp-content/uploads/TGA/misc/tga_problemario_em_2013.pdf
4770,Exámenes para autoevaluación,http://quimica.izt.uam.mx/licenciatura/tga/material-didactico/?page_id=1233
4771,2004,http://quimica.izt.uam.mx/licenciatura/tga/examenes-de-autoevaluacion/?page_id=1299
4772,1er Departamental,http://148.206.50.175/quimica/wp-content/uploads/TGA/2004/tga_tq_dep1_04i.pdf
4773,2do Departamental,http://148.206.50.175/quimica/wp-content/uploads/TGA/2004/tga_tq_dep2_04i.pdf
4774,3er Departamental,http://148.206.50.175/quimica/wp-content/uploads/TGA/2004/tga_tq_dep3_04i.pdf
4775,2003,http://quimica.izt.uam.mx/licenciatura/tga/examenes-de-autoevaluacion/?page_id=1240
4776,PRE-REGISTRO,http://quimica.izt.uam.mx/preregistro_lic/licenciatura.preregistro/
4777,Dr. Alberto Rojas Hernández,http://quimica.izt.uam.mx/profesores/?page_id=2425
4778,Presentación de Conceptos e Historia de la Estequiometría,http://quimica1.izt.uam.mx/ckfinder/userfiles/files/Estequiometria_20120428_SA.pdf
4779,Ley de Nernst: Convenio IUPAC de potenciales de electrodo.,http://quimica1.izt.uam.mx/ckfinder/userfiles/MSdocs/area_qanalitica/LeyDeNernstConvIUPAC_new_short.pptx
4780,Estados de oxidación.,http://quimica1.izt.uam.mx/ckfinder/userfiles/MSdocs/area_qanalitica/EdosOxdn.ppt
4781,Balance de reacciones químicas redox por el método de ion-electrón.,http://quimica1.izt.uam.mx/ckfinder/userfiles/MSdocs/area_qanalitica/BalanceIonElectron.ppt
4782,Tarea 1 del tema de equilibrios redox. Trimestre 2014-P,http://quimica1.izt.uam.mx/ckfinder/userfiles/MSdocs/area_qanalitica/Tarea_Redox_1.pdf
4783,Tarea 2 del tema de equilibrios redox. Trimestre 2014-P,http://quimica1.izt.uam.mx/ckfinder/userfiles/MSdocs/area_qanalitica/Tarea_Redox_2.pdf
4784,Tarea 3 del tema de equilibrios redox. Trimestre 2014-P,http://quimica1.izt.uam.mx/ckfinder/userfiles/MSdocs/area_qanalitica/Tarea_Redox_3.pdf
4785,Ejercicio de la valoración de Sn(II) con dicromato de potasio a pH impuesto de 0.5,http://quimica1.izt.uam.mx/ckfinder/userfiles/MSdocs/area_qanalitica/ValoracionSn(II)conDicromato.pdf
4786,Aspectos teóricos de la espectrofotometría,http://quimica1.izt.uam.mx/ckfinder/userfiles/MSdocs/area_qanalitica/TallerEspectofotometria_XIISQ_UAMI_1.pptx
4787,Aplicación de la espectrofotometría a la determinación de estequiometrías,http://quimica1.izt.uam.mx/ckfinder/userfiles/MSdocs/area_qanalitica/TallerEspectofotometria_XIISQ_UAMI_2.pptx
4788,Experimentación de relaciones molares y variaciones continuas,http://quimica1.izt.uam.mx/ckfinder/userfiles/MSdocs/area_qanalitica/ExperimentosTallerEspectrofotometria_XIISemanaQuimica_2014_2.docx
4789,Breviario del uso del espectrofotómetro Spectronic 20 de Genesys,http://quimica1.izt.uam.mx/ckfinder/userfiles/MSdocs/area_qanalitica/Spectronic20GenesysUso.pdf
4790,MATERIAL DIDACTICO,http://quimica.izt.uam.mx/licenciatura/tga/?page_id=1204
4791,UEA,http://quimica.izt.uam.mx/licenciatura/tga/?page_id=1280
4792,Carta Descriptiva en uso,http://quimica.izt.uam.mx/quimica/wp-content/uploads/TGA/misc/2014/tga_tq_carta_descriptiva_12o.pdf
4793,Dr. Hugo Sánchez Soriano,http://quimica.izt.uam.mx/profesores/?page_id=2269
4794,Profesor José Andrés Cedillo Ortiz,http://quimica.izt.uam.mx/profesores/dr-jose-andres-cedillo-ortiz/
4795,Profesor Rafael Zubillaga Luna,http://quimica.izt.uam.mx/profesores/dr-rafael-arturo-zubillaga-luna/
4796,Profesora María Teresa Ramírez Silva,http://quimica.izt.uam.mx/profesores/dra-maria-teresa-ramirez-silva/
4797,Profesor Javier Carmona Espíndola,http://quimica.izt.uam.mx/profesores/catedras-concayt/dr-javier-carmona-espindola/
4798,Profesor José Reyes Alejandre Ramírez,http://quimica.izt.uam.mx/profesores/dr-jose-alejandre-ramirez/
